Tournament,Stage,Match Type,Match Name,Map,Team,Elimination,Detonated,Defused,Time Expiry (No Plant),Eliminated,Defused Failed,Detonation Denied,Time Expiry (Failed to Plant)
VCT 2025: China Stage 1,Group Stage,Week 2,Nova Esports vs EDward Gaming,Ascent,Nova Esports,9,2,1,1,8,1,2,0
VCT 2025: China Stage 1,Group Stage,Week 2,Nova Esports vs EDward Gaming,Ascent,EDward Gaming,8,1,2,0,9,2,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Nova Esports vs EDward Gaming,Fracture,Nova Esports,11,0,2,0,6,1,1,0
VCT 2025: China Stage 1,Group Stage,Week 2,Nova Esports vs EDward Gaming,Fracture,EDward Gaming,6,1,1,0,11,0,2,0
VCT 2025: China Stage 1,Group Stage,Week 2,TYLOO vs FunPlus Phoenix,Pearl,TYLOO,7,0,1,0,12,0,1,0
VCT 2025: China Stage 1,Group Stage,Week 2,TYLOO vs FunPlus Phoenix,Pearl,FunPlus Phoenix,12,0,1,0,7,0,1,0
VCT 2025: China Stage 1,Group Stage,Week 2,TYLOO vs FunPlus Phoenix,Icebox,TYLOO,9,1,2,1,3,2,1,0
VCT 2025: China Stage 1,Group Stage,Week 2,TYLOO vs FunPlus Phoenix,Icebox,FunPlus Phoenix,3,2,1,0,9,1,2,1
VCT 2025: China Stage 1,Group Stage,Week 2,TYLOO vs FunPlus Phoenix,Haven,TYLOO,1,3,0,0,7,0,4,2
VCT 2025: China Stage 1,Group Stage,Week 2,TYLOO vs FunPlus Phoenix,Haven,FunPlus Phoenix,7,0,4,2,1,3,0,0
VCT 2025: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs All Gamers,Fracture,Xi Lai Gaming,7,2,4,0,9,0,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs All Gamers,Fracture,All Gamers,9,0,0,1,7,2,4,0
VCT 2025: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs All Gamers,Lotus,Xi Lai Gaming,7,2,3,1,2,1,3,1
VCT 2025: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs All Gamers,Lotus,All Gamers,2,1,3,1,7,2,3,1
VCT 2025: China Stage 1,Group Stage,Week 2,Wolves Esports vs Trace Esports,Fracture,Wolves Esports,13,2,0,0,10,0,3,0
VCT 2025: China Stage 1,Group Stage,Week 2,Wolves Esports vs Trace Esports,Fracture,Trace Esports,10,0,3,0,13,2,0,0
VCT 2025: China Stage 1,Group Stage,Week 2,Wolves Esports vs Trace Esports,Pearl,Wolves Esports,8,1,4,0,7,0,2,1
VCT 2025: China Stage 1,Group Stage,Week 2,Wolves Esports vs Trace Esports,Pearl,Trace Esports,7,0,2,1,8,1,4,0
VCT 2025: China Stage 1,Group Stage,Week 2,Titan Esports Club vs Dragon Ranger Gaming,Lotus,Titan Esports Club,9,1,1,0,10,1,2,0
VCT 2025: China Stage 1,Group Stage,Week 2,Titan Esports Club vs Dragon Ranger Gaming,Lotus,Dragon Ranger Gaming,10,1,2,0,9,1,1,0
VCT 2025: China Stage 1,Group Stage,Week 2,Titan Esports Club vs Dragon Ranger Gaming,Fracture,Titan Esports Club,12,1,0,0,6,1,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Titan Esports Club vs Dragon Ranger Gaming,Fracture,Dragon Ranger Gaming,6,1,1,1,12,1,0,0
VCT 2025: China Stage 1,Group Stage,Week 2,Titan Esports Club vs Dragon Ranger Gaming,Icebox,Titan Esports Club,11,0,2,0,2,0,1,0
VCT 2025: China Stage 1,Group Stage,Week 2,Titan Esports Club vs Dragon Ranger Gaming,Icebox,Dragon Ranger Gaming,2,0,1,0,11,0,2,0
VCT 2025: China Stage 1,Group Stage,Week 2,Bilibili Gaming vs JDG Esports,Pearl,Bilibili Gaming,11,1,1,0,7,0,3,0
VCT 2025: China Stage 1,Group Stage,Week 2,Bilibili Gaming vs JDG Esports,Pearl,JDG Esports,7,0,3,0,11,1,1,0
VCT 2025: China Stage 1,Group Stage,Week 2,Bilibili Gaming vs JDG Esports,Icebox,Bilibili Gaming,4,0,1,0,9,3,1,0
VCT 2025: China Stage 1,Group Stage,Week 2,Bilibili Gaming vs JDG Esports,Icebox,JDG Esports,9,3,1,0,4,0,1,0
VCT 2025: China Stage 1,Group Stage,Week 2,Bilibili Gaming vs JDG Esports,Fracture,Bilibili Gaming,12,1,0,0,6,2,0,0
VCT 2025: China Stage 1,Group Stage,Week 2,Bilibili Gaming vs JDG Esports,Fracture,JDG Esports,6,2,0,0,12,1,0,0
VCT 2025: China Stage 1,Group Stage,Week 3,JDG Esports vs Trace Esports,Lotus,JDG Esports,4,1,2,0,9,1,2,1
VCT 2025: China Stage 1,Group Stage,Week 3,JDG Esports vs Trace Esports,Lotus,Trace Esports,9,1,2,1,4,1,2,0
VCT 2025: China Stage 1,Group Stage,Week 3,JDG Esports vs Trace Esports,Haven,JDG Esports,8,1,2,0,4,7,2,0
VCT 2025: China Stage 1,Group Stage,Week 3,JDG Esports vs Trace Esports,Haven,Trace Esports,4,7,2,0,8,1,2,0
VCT 2025: China Stage 1,Group Stage,Week 3,Wolves Esports vs Xi Lai Gaming,Fracture,Wolves Esports,5,2,4,1,8,1,3,2
VCT 2025: China Stage 1,Group Stage,Week 3,Wolves Esports vs Xi Lai Gaming,Fracture,Xi Lai Gaming,8,1,3,2,5,2,4,1
VCT 2025: China Stage 1,Group Stage,Week 3,Wolves Esports vs Xi Lai Gaming,Icebox,Wolves Esports,5,2,3,0,8,2,2,1
VCT 2025: China Stage 1,Group Stage,Week 3,Wolves Esports vs Xi Lai Gaming,Icebox,Xi Lai Gaming,8,2,2,1,5,2,3,0
VCT 2025: China Stage 1,Group Stage,Week 3,TYLOO vs Titan Esports Club,Fracture,TYLOO,9,2,1,1,6,2,2,0
VCT 2025: China Stage 1,Group Stage,Week 3,TYLOO vs Titan Esports Club,Fracture,Titan Esports Club,6,2,2,0,9,2,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,TYLOO vs Titan Esports Club,Icebox,TYLOO,7,0,1,0,9,1,3,0
VCT 2025: China Stage 1,Group Stage,Week 3,TYLOO vs Titan Esports Club,Icebox,Titan Esports Club,9,1,3,0,7,0,1,0
VCT 2025: China Stage 1,Group Stage,Week 3,TYLOO vs Titan Esports Club,Split,TYLOO,7,0,0,0,10,0,3,0
VCT 2025: China Stage 1,Group Stage,Week 3,TYLOO vs Titan Esports Club,Split,Titan Esports Club,10,0,3,0,7,0,0,0
VCT 2025: China Stage 1,Group Stage,Week 3,Dragon Ranger Gaming vs EDward Gaming,Icebox,Dragon Ranger Gaming,2,0,0,0,11,1,1,0
VCT 2025: China Stage 1,Group Stage,Week 3,Dragon Ranger Gaming vs EDward Gaming,Icebox,EDward Gaming,11,1,1,0,2,0,0,0
VCT 2025: China Stage 1,Group Stage,Week 3,Dragon Ranger Gaming vs EDward Gaming,Ascent,Dragon Ranger Gaming,12,0,0,1,8,1,0,0
VCT 2025: China Stage 1,Group Stage,Week 3,Dragon Ranger Gaming vs EDward Gaming,Ascent,EDward Gaming,8,1,0,0,12,0,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Dragon Ranger Gaming vs EDward Gaming,Pearl,Dragon Ranger Gaming,7,0,3,0,10,0,3,0
VCT 2025: China Stage 1,Group Stage,Week 3,Dragon Ranger Gaming vs EDward Gaming,Pearl,EDward Gaming,10,0,3,0,7,0,3,0
VCT 2025: China Stage 1,Group Stage,Week 3,Nova Esports vs FunPlus Phoenix,Icebox,Nova Esports,4,2,7,0,8,1,2,0
VCT 2025: China Stage 1,Group Stage,Week 3,Nova Esports vs FunPlus Phoenix,Icebox,FunPlus Phoenix,8,1,2,0,4,2,7,0
VCT 2025: China Stage 1,Group Stage,Week 3,Nova Esports vs FunPlus Phoenix,Split,Nova Esports,12,0,1,0,7,2,1,0
VCT 2025: China Stage 1,Group Stage,Week 3,Nova Esports vs FunPlus Phoenix,Split,FunPlus Phoenix,7,2,1,0,12,0,1,0
VCT 2025: China Stage 1,Group Stage,Week 3,All Gamers vs Bilibili Gaming,Pearl,All Gamers,2,0,2,0,8,0,2,3
VCT 2025: China Stage 1,Group Stage,Week 3,All Gamers vs Bilibili Gaming,Pearl,Bilibili Gaming,8,0,2,3,2,0,2,0
VCT 2025: China Stage 1,Group Stage,Week 3,All Gamers vs Bilibili Gaming,Fracture,All Gamers,4,0,1,0,10,0,3,0
VCT 2025: China Stage 1,Group Stage,Week 3,All Gamers vs Bilibili Gaming,Fracture,Bilibili Gaming,10,0,3,0,4,0,1,0
VCT 2025: China Stage 1,Group Stage,Week 4,FunPlus Phoenix vs Dragon Ranger Gaming,Ascent,FunPlus Phoenix,11,0,0,0,9,1,2,1
VCT 2025: China Stage 1,Group Stage,Week 4,FunPlus Phoenix vs Dragon Ranger Gaming,Ascent,Dragon Ranger Gaming,9,1,2,1,11,0,0,0
VCT 2025: China Stage 1,Group Stage,Week 4,FunPlus Phoenix vs Dragon Ranger Gaming,Haven,FunPlus Phoenix,5,0,0,0,8,0,4,1
VCT 2025: China Stage 1,Group Stage,Week 4,FunPlus Phoenix vs Dragon Ranger Gaming,Haven,Dragon Ranger Gaming,8,0,4,1,5,0,0,0
VCT 2025: China Stage 1,Group Stage,Week 4,Bilibili Gaming vs Wolves Esports,Haven,Bilibili Gaming,10,2,1,0,3,1,1,0
VCT 2025: China Stage 1,Group Stage,Week 4,Bilibili Gaming vs Wolves Esports,Haven,Wolves Esports,3,1,1,0,10,2,1,0
VCT 2025: China Stage 1,Group Stage,Week 4,Bilibili Gaming vs Wolves Esports,Ascent,Bilibili Gaming,13,0,0,0,3,0,0,1
VCT 2025: China Stage 1,Group Stage,Week 4,Bilibili Gaming vs Wolves Esports,Ascent,Wolves Esports,3,0,0,1,13,0,0,0
VCT 2025: China Stage 1,Group Stage,Week 4,Bilibili Gaming vs Wolves Esports,Lotus,Bilibili Gaming,9,1,0,0,10,1,2,0
VCT 2025: China Stage 1,Group Stage,Week 4,Bilibili Gaming vs Wolves Esports,Lotus,Wolves Esports,10,1,2,0,9,1,0,0
VCT 2025: China Stage 1,Group Stage,Week 4,All Gamers vs JDG Esports,Split,All Gamers,5,3,2,2,10,1,3,0
VCT 2025: China Stage 1,Group Stage,Week 4,All Gamers vs JDG Esports,Split,JDG Esports,10,1,3,0,5,3,2,2
VCT 2025: China Stage 1,Group Stage,Week 4,All Gamers vs JDG Esports,Pearl,All Gamers,2,2,0,0,9,0,3,1
VCT 2025: China Stage 1,Group Stage,Week 4,All Gamers vs JDG Esports,Pearl,JDG Esports,9,0,3,1,2,2,0,0
VCT 2025: China Stage 1,Group Stage,Week 4,EDward Gaming vs Titan Esports Club,Lotus,EDward Gaming,7,1,0,0,10,0,3,0
VCT 2025: China Stage 1,Group Stage,Week 4,EDward Gaming vs Titan Esports Club,Lotus,Titan Esports Club,10,0,3,0,7,1,0,0
VCT 2025: China Stage 1,Group Stage,Week 4,EDward Gaming vs Titan Esports Club,Icebox,EDward Gaming,11,0,1,1,7,1,1,0
VCT 2025: China Stage 1,Group Stage,Week 4,EDward Gaming vs Titan Esports Club,Icebox,Titan Esports Club,7,1,1,0,11,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 4,EDward Gaming vs Titan Esports Club,Haven,EDward Gaming,9,2,2,0,2,1,2,0
VCT 2025: China Stage 1,Group Stage,Week 4,EDward Gaming vs Titan Esports Club,Haven,Titan Esports Club,2,1,2,0,9,2,2,0
VCT 2025: China Stage 1,Group Stage,Week 4,Nova Esports vs TYLOO,Split,Nova Esports,7,3,2,1,6,2,3,0
VCT 2025: China Stage 1,Group Stage,Week 4,Nova Esports vs TYLOO,Split,TYLOO,6,2,3,0,7,3,2,1
VCT 2025: China Stage 1,Group Stage,Week 4,Nova Esports vs TYLOO,Icebox,Nova Esports,2,1,0,0,9,0,4,0
VCT 2025: China Stage 1,Group Stage,Week 4,Nova Esports vs TYLOO,Icebox,TYLOO,9,0,4,0,2,1,0,0
VCT 2025: China Stage 1,Group Stage,Week 4,Nova Esports vs TYLOO,Pearl,Nova Esports,9,0,3,1,4,1,0,0
VCT 2025: China Stage 1,Group Stage,Week 4,Nova Esports vs TYLOO,Pearl,TYLOO,4,1,0,0,9,0,3,1
VCT 2025: China Stage 1,Group Stage,Week 4,Trace Esports vs Xi Lai Gaming,Split,Trace Esports,3,1,2,1,10,1,2,0
VCT 2025: China Stage 1,Group Stage,Week 4,Trace Esports vs Xi Lai Gaming,Split,Xi Lai Gaming,10,1,2,0,3,1,2,1
VCT 2025: China Stage 1,Group Stage,Week 4,Trace Esports vs Xi Lai Gaming,Lotus,Trace Esports,8,1,4,0,5,2,3,0
VCT 2025: China Stage 1,Group Stage,Week 4,Trace Esports vs Xi Lai Gaming,Lotus,Xi Lai Gaming,5,2,3,0,8,1,4,0
VCT 2025: China Stage 1,Group Stage,Week 4,Trace Esports vs Xi Lai Gaming,Pearl,Trace Esports,4,4,3,0,7,4,2,0
VCT 2025: China Stage 1,Group Stage,Week 4,Trace Esports vs Xi Lai Gaming,Pearl,Xi Lai Gaming,7,4,2,0,4,4,3,0
VCT 2025: China Stage 1,Group Stage,Week 5,JDG Esports vs Xi Lai Gaming,Lotus,JDG Esports,6,0,0,0,10,0,2,1
VCT 2025: China Stage 1,Group Stage,Week 5,JDG Esports vs Xi Lai Gaming,Lotus,Xi Lai Gaming,10,0,2,1,6,0,0,0
VCT 2025: China Stage 1,Group Stage,Week 5,JDG Esports vs Xi Lai Gaming,Fracture,JDG Esports,4,2,0,0,6,2,5,0
VCT 2025: China Stage 1,Group Stage,Week 5,JDG Esports vs Xi Lai Gaming,Fracture,Xi Lai Gaming,6,2,5,0,4,2,0,0
VCT 2025: China Stage 1,Group Stage,Week 5,JDG Esports vs Xi Lai Gaming,Icebox,JDG Esports,11,1,1,0,8,1,2,0
VCT 2025: China Stage 1,Group Stage,Week 5,JDG Esports vs Xi Lai Gaming,Icebox,Xi Lai Gaming,8,1,2,0,11,1,1,0
VCT 2025: China Stage 1,Group Stage,Week 5,Dragon Ranger Gaming vs TYLOO,Haven,Dragon Ranger Gaming,7,2,4,0,7,1,2,0
VCT 2025: China Stage 1,Group Stage,Week 5,Dragon Ranger Gaming vs TYLOO,Haven,TYLOO,7,1,2,0,7,2,4,0
VCT 2025: China Stage 1,Group Stage,Week 5,Dragon Ranger Gaming vs TYLOO,Split,Dragon Ranger Gaming,6,1,2,0,10,1,1,1
VCT 2025: China Stage 1,Group Stage,Week 5,Dragon Ranger Gaming vs TYLOO,Split,TYLOO,10,1,1,1,6,1,2,0
VCT 2025: China Stage 1,Group Stage,Week 5,Dragon Ranger Gaming vs TYLOO,Fracture,Dragon Ranger Gaming,4,1,0,0,9,0,4,0
VCT 2025: China Stage 1,Group Stage,Week 5,Dragon Ranger Gaming vs TYLOO,Fracture,TYLOO,9,0,4,0,4,1,0,0
VCT 2025: China Stage 1,Group Stage,Week 5,Wolves Esports vs All Gamers,Pearl,Wolves Esports,10,0,3,0,4,0,2,1
VCT 2025: China Stage 1,Group Stage,Week 5,Wolves Esports vs All Gamers,Pearl,All Gamers,4,0,2,1,10,0,3,0
VCT 2025: China Stage 1,Group Stage,Week 5,Wolves Esports vs All Gamers,Fracture,Wolves Esports,5,0,2,0,9,3,1,0
VCT 2025: China Stage 1,Group Stage,Week 5,Wolves Esports vs All Gamers,Fracture,All Gamers,9,3,1,0,5,0,2,0
VCT 2025: China Stage 1,Group Stage,Week 5,Wolves Esports vs All Gamers,Lotus,Wolves Esports,11,1,1,0,5,0,1,0
VCT 2025: China Stage 1,Group Stage,Week 5,Wolves Esports vs All Gamers,Lotus,All Gamers,5,0,1,0,11,1,1,0
VCT 2025: China Stage 1,Group Stage,Week 5,Bilibili Gaming vs Trace Esports,Haven,Bilibili Gaming,2,2,0,0,13,0,0,0
VCT 2025: China Stage 1,Group Stage,Week 5,Bilibili Gaming vs Trace Esports,Haven,Trace Esports,13,0,0,0,2,2,0,0
VCT 2025: China Stage 1,Group Stage,Week 5,Bilibili Gaming vs Trace Esports,Ascent,Bilibili Gaming,12,0,1,0,2,2,1,0
VCT 2025: China Stage 1,Group Stage,Week 5,Bilibili Gaming vs Trace Esports,Ascent,Trace Esports,2,2,1,0,12,0,1,0
VCT 2025: China Stage 1,Group Stage,Week 5,Bilibili Gaming vs Trace Esports,Split,Bilibili Gaming,0,0,1,0,10,3,0,0
VCT 2025: China Stage 1,Group Stage,Week 5,Bilibili Gaming vs Trace Esports,Split,Trace Esports,10,3,0,0,0,0,1,0
VCT 2025: China Stage 1,Group Stage,Week 5,Titan Esports Club vs Nova Esports,Fracture,Titan Esports Club,10,0,2,0,8,0,1,0
VCT 2025: China Stage 1,Group Stage,Week 5,Titan Esports Club vs Nova Esports,Fracture,Nova Esports,8,0,1,0,10,0,2,0
VCT 2025: China Stage 1,Group Stage,Week 5,Titan Esports Club vs Nova Esports,Split,Titan Esports Club,9,0,4,0,2,1,0,0
VCT 2025: China Stage 1,Group Stage,Week 5,Titan Esports Club vs Nova Esports,Split,Nova Esports,2,1,0,0,9,0,4,0
VCT 2025: China Stage 1,Group Stage,Week 5,EDward Gaming vs FunPlus Phoenix,Split,EDward Gaming,9,1,3,0,4,0,3,2
VCT 2025: China Stage 1,Group Stage,Week 5,EDward Gaming vs FunPlus Phoenix,Split,FunPlus Phoenix,4,0,3,2,9,1,3,0
VCT 2025: China Stage 1,Group Stage,Week 5,EDward Gaming vs FunPlus Phoenix,Fracture,EDward Gaming,11,1,1,0,3,1,3,0
VCT 2025: China Stage 1,Group Stage,Week 5,EDward Gaming vs FunPlus Phoenix,Fracture,FunPlus Phoenix,3,1,3,0,11,1,1,0
VCT 2025: China Stage 1,Playoffs,Upper Round 1,Titan Esports Club vs Wolves Esports,Haven,Titan Esports Club,9,0,1,1,9,0,3,1
VCT 2025: China Stage 1,Playoffs,Upper Round 1,Titan Esports Club vs Wolves Esports,Haven,Wolves Esports,9,0,3,1,9,0,1,1
VCT 2025: China Stage 1,Playoffs,Upper Round 1,Titan Esports Club vs Wolves Esports,Icebox,Titan Esports Club,7,0,2,1,8,1,3,1
VCT 2025: China Stage 1,Playoffs,Upper Round 1,Titan Esports Club vs Wolves Esports,Icebox,Wolves Esports,8,1,3,1,7,0,2,1
VCT 2025: China Stage 1,Playoffs,Upper Round 1,Xi Lai Gaming vs Nova Esports,Lotus,Xi Lai Gaming,9,1,1,2,4,2,0,0
VCT 2025: China Stage 1,Playoffs,Upper Round 1,Xi Lai Gaming vs Nova Esports,Lotus,Nova Esports,4,2,0,0,9,1,1,2
VCT 2025: China Stage 1,Playoffs,Upper Round 1,Xi Lai Gaming vs Nova Esports,Ascent,Xi Lai Gaming,9,0,3,1,2,0,0,0
VCT 2025: China Stage 1,Playoffs,Upper Round 1,Xi Lai Gaming vs Nova Esports,Ascent,Nova Esports,2,0,0,0,9,0,3,1
VCT 2025: China Stage 1,Playoffs,Lower Round 1,Titan Esports Club vs Dragon Ranger Gaming,Ascent,Titan Esports Club,12,0,0,1,0,1,0,0
VCT 2025: China Stage 1,Playoffs,Lower Round 1,Titan Esports Club vs Dragon Ranger Gaming,Ascent,Dragon Ranger Gaming,0,1,0,0,12,0,0,1
VCT 2025: China Stage 1,Playoffs,Lower Round 1,Titan Esports Club vs Dragon Ranger Gaming,Fracture,Titan Esports Club,7,2,3,0,10,1,3,0
VCT 2025: China Stage 1,Playoffs,Lower Round 1,Titan Esports Club vs Dragon Ranger Gaming,Fracture,Dragon Ranger Gaming,10,1,3,0,7,2,3,0
VCT 2025: China Stage 1,Playoffs,Lower Round 1,Titan Esports Club vs Dragon Ranger Gaming,Lotus,Titan Esports Club,12,1,3,0,11,1,4,2
VCT 2025: China Stage 1,Playoffs,Lower Round 1,Titan Esports Club vs Dragon Ranger Gaming,Lotus,Dragon Ranger Gaming,11,1,4,2,12,1,3,0
VCT 2025: China Stage 1,Playoffs,Lower Round 1,Nova Esports vs Trace Esports,Split,Nova Esports,5,2,1,1,8,2,3,0
VCT 2025: China Stage 1,Playoffs,Lower Round 1,Nova Esports vs Trace Esports,Split,Trace Esports,8,2,3,0,5,2,1,1
VCT 2025: China Stage 1,Playoffs,Lower Round 1,Nova Esports vs Trace Esports,Lotus,Nova Esports,3,0,1,0,8,1,4,0
VCT 2025: China Stage 1,Playoffs,Lower Round 1,Nova Esports vs Trace Esports,Lotus,Trace Esports,8,1,4,0,3,0,1,0
VCT 2025: China Stage 1,Playoffs,Upper Semifinals,Bilibili Gaming vs Wolves Esports,Split,Bilibili Gaming,7,0,0,1,9,0,3,1
VCT 2025: China Stage 1,Playoffs,Upper Semifinals,Bilibili Gaming vs Wolves Esports,Split,Wolves Esports,9,0,3,1,7,0,0,1
VCT 2025: China Stage 1,Playoffs,Upper Semifinals,Bilibili Gaming vs Wolves Esports,Haven,Bilibili Gaming,7,0,1,0,9,1,3,0
VCT 2025: China Stage 1,Playoffs,Upper Semifinals,Bilibili Gaming vs Wolves Esports,Haven,Wolves Esports,9,1,3,0,7,0,1,0
VCT 2025: China Stage 1,Playoffs,Upper Semifinals,EDward Gaming vs Xi Lai Gaming,Lotus,EDward Gaming,4,2,2,1,5,2,6,0
VCT 2025: China Stage 1,Playoffs,Upper Semifinals,EDward Gaming vs Xi Lai Gaming,Lotus,Xi Lai Gaming,5,2,6,0,4,2,2,1
VCT 2025: China Stage 1,Playoffs,Upper Semifinals,EDward Gaming vs Xi Lai Gaming,Haven,EDward Gaming,8,1,2,0,7,2,3,1
VCT 2025: China Stage 1,Playoffs,Upper Semifinals,EDward Gaming vs Xi Lai Gaming,Haven,Xi Lai Gaming,7,2,3,1,8,1,2,0
VCT 2025: China Stage 1,Playoffs,Lower Round 2,Bilibili Gaming vs Trace Esports,Fracture,Bilibili Gaming,10,0,3,0,1,6,1,0
VCT 2025: China Stage 1,Playoffs,Lower Round 2,Bilibili Gaming vs Trace Esports,Fracture,Trace Esports,1,6,1,0,10,0,3,0
VCT 2025: China Stage 1,Playoffs,Lower Round 2,Bilibili Gaming vs Trace Esports,Lotus,Bilibili Gaming,8,3,2,0,3,0,1,0
VCT 2025: China Stage 1,Playoffs,Lower Round 2,Bilibili Gaming vs Trace Esports,Lotus,Trace Esports,3,0,1,0,8,3,2,0
VCT 2025: China Stage 1,Playoffs,Lower Round 2,EDward Gaming vs Dragon Ranger Gaming,Lotus,EDward Gaming,12,1,0,0,6,0,2,0
VCT 2025: China Stage 1,Playoffs,Lower Round 2,EDward Gaming vs Dragon Ranger Gaming,Lotus,Dragon Ranger Gaming,6,0,2,0,12,1,0,0
VCT 2025: China Stage 1,Playoffs,Lower Round 2,EDward Gaming vs Dragon Ranger Gaming,Split,EDward Gaming,8,1,2,0,12,1,0,0
VCT 2025: China Stage 1,Playoffs,Lower Round 2,EDward Gaming vs Dragon Ranger Gaming,Split,Dragon Ranger Gaming,12,1,0,0,8,1,2,0
VCT 2025: China Stage 1,Playoffs,Lower Round 2,EDward Gaming vs Dragon Ranger Gaming,Ascent,EDward Gaming,12,1,0,0,5,0,3,0
VCT 2025: China Stage 1,Playoffs,Lower Round 2,EDward Gaming vs Dragon Ranger Gaming,Ascent,Dragon Ranger Gaming,5,0,3,0,12,1,0,0
VCT 2025: China Stage 1,Playoffs,Upper Final,Wolves Esports vs Xi Lai Gaming,Pearl,Wolves Esports,3,0,3,1,7,2,4,0
VCT 2025: China Stage 1,Playoffs,Upper Final,Wolves Esports vs Xi Lai Gaming,Pearl,Xi Lai Gaming,7,2,4,0,3,0,3,1
VCT 2025: China Stage 1,Playoffs,Upper Final,Wolves Esports vs Xi Lai Gaming,Lotus,Wolves Esports,9,0,2,1,8,2,4,0
VCT 2025: China Stage 1,Playoffs,Upper Final,Wolves Esports vs Xi Lai Gaming,Lotus,Xi Lai Gaming,8,2,4,0,9,0,2,1
VCT 2025: China Stage 1,Playoffs,Lower Round 3,EDward Gaming vs Bilibili Gaming,Fracture,EDward Gaming,12,0,1,0,6,1,1,0
VCT 2025: China Stage 1,Playoffs,Lower Round 3,EDward Gaming vs Bilibili Gaming,Fracture,Bilibili Gaming,6,1,1,0,12,0,1,0
VCT 2025: China Stage 1,Playoffs,Lower Round 3,EDward Gaming vs Bilibili Gaming,Icebox,EDward Gaming,3,3,2,0,9,1,3,0
VCT 2025: China Stage 1,Playoffs,Lower Round 3,EDward Gaming vs Bilibili Gaming,Icebox,Bilibili Gaming,9,1,3,0,3,3,2,0
VCT 2025: China Stage 1,Playoffs,Lower Round 3,EDward Gaming vs Bilibili Gaming,Pearl,EDward Gaming,6,0,5,0,11,0,2,0
VCT 2025: China Stage 1,Playoffs,Lower Round 3,EDward Gaming vs Bilibili Gaming,Pearl,Bilibili Gaming,11,0,2,0,6,0,5,0
VCT 2025: China Stage 1,Playoffs,Lower Final,Wolves Esports vs Bilibili Gaming,Pearl,Wolves Esports,4,0,3,2,10,0,3,0
VCT 2025: China Stage 1,Playoffs,Lower Final,Wolves Esports vs Bilibili Gaming,Pearl,Bilibili Gaming,10,0,3,0,4,0,3,2
VCT 2025: China Stage 1,Playoffs,Lower Final,Wolves Esports vs Bilibili Gaming,Lotus,Wolves Esports,7,0,4,0,8,1,3,1
VCT 2025: China Stage 1,Playoffs,Lower Final,Wolves Esports vs Bilibili Gaming,Lotus,Bilibili Gaming,8,1,3,1,7,0,4,0
VCT 2025: China Stage 1,Playoffs,Lower Final,Wolves Esports vs Bilibili Gaming,Icebox,Wolves Esports,4,2,1,0,11,1,1,0
VCT 2025: China Stage 1,Playoffs,Lower Final,Wolves Esports vs Bilibili Gaming,Icebox,Bilibili Gaming,11,1,1,0,4,2,1,0
VCT 2025: China Stage 1,Playoffs,Grand Final,Xi Lai Gaming vs Bilibili Gaming,Fracture,Xi Lai Gaming,4,4,6,1,11,0,1,1
VCT 2025: China Stage 1,Playoffs,Grand Final,Xi Lai Gaming vs Bilibili Gaming,Fracture,Bilibili Gaming,11,0,1,1,4,4,6,1
VCT 2025: China Stage 1,Playoffs,Grand Final,Xi Lai Gaming vs Bilibili Gaming,Lotus,Xi Lai Gaming,8,1,4,0,6,1,2,1
VCT 2025: China Stage 1,Playoffs,Grand Final,Xi Lai Gaming vs Bilibili Gaming,Lotus,Bilibili Gaming,6,1,2,1,8,1,4,0
VCT 2025: China Stage 1,Playoffs,Grand Final,Xi Lai Gaming vs Bilibili Gaming,Pearl,Xi Lai Gaming,4,2,2,0,10,0,3,0
VCT 2025: China Stage 1,Playoffs,Grand Final,Xi Lai Gaming vs Bilibili Gaming,Pearl,Bilibili Gaming,10,0,3,0,4,2,2,0
VCT 2025: China Stage 1,Playoffs,Grand Final,Xi Lai Gaming vs Bilibili Gaming,Haven,Xi Lai Gaming,11,1,1,1,6,3,3,0
VCT 2025: China Stage 1,Playoffs,Grand Final,Xi Lai Gaming vs Bilibili Gaming,Haven,Bilibili Gaming,6,3,3,0,11,1,1,1
VCT 2025: Americas Stage 1,Group Stage,Week 1,Cloud9 vs NRG,Lotus,Cloud9,5,0,1,0,9,1,3,0
VCT 2025: Americas Stage 1,Group Stage,Week 1,Cloud9 vs NRG,Lotus,Mega Minors,9,1,3,0,5,0,1,0
VCT 2025: Americas Stage 1,Group Stage,Week 1,Cloud9 vs NRG,Fracture,Cloud9,9,0,3,1,3,1,1,0
VCT 2025: Americas Stage 1,Group Stage,Week 1,Cloud9 vs NRG,Fracture,Mega Minors,3,1,1,0,9,0,3,1
VCT 2025: Americas Stage 1,Group Stage,Week 1,Cloud9 vs NRG,Pearl,Cloud9,10,0,2,1,6,0,3,0
VCT 2025: Americas Stage 1,Group Stage,Week 1,Cloud9 vs NRG,Pearl,Mega Minors,6,0,3,0,10,0,2,1
