Tournament,Stage,Match Type,Match Name,Map,Team,Elimination,Detonated,Defused,Time Expiry (No Plant),Eliminated,Defused Failed,Detonation Denied,Time Expiry (Failed to Plant)
VCT 2025: Pacific Stage 1,Group Stage,Week 2,DRX vs DetonatioN FocusMe,Ascent,DetonatioN FocusMe,3,1,4,0,10,0,1,2
VCT 2025: Pacific Stage 1,Group Stage,Week 2,TALON vs Rex Regum Qeon,Lotus,TALON,5,0,3,0,7,1,5,0
VCT 2025: Pacific Stage 1,Group Stage,Week 2,TALON vs Rex Regum Qeon,Lotus,Rex Regum Qeon,7,1,5,0,5,0,3,0
VCT 2025: Pacific Stage 1,Group Stage,Week 2,TALON vs Rex Regum Qeon,Ascent,TALON,4,0,1,0,9,3,1,0
VCT 2025: Pacific Stage 1,Group Stage,Week 2,TALON vs Rex Regum Qeon,Ascent,Rex Regum Qeon,9,3,1,0,4,0,1,0
VCT 2025: Pacific Stage 1,Group Stage,Week 2,BOOM Esports vs Global Esports,Lotus,BOOM Esports,7,0,5,1,1,0,0,0
VCT 2025: Pacific Stage 1,Group Stage,Week 2,BOOM Esports vs Global Esports,Lotus,Global Esports,1,0,0,0,7,0,5,1
VCT 2025: Pacific Stage 1,Group Stage,Week 2,BOOM Esports vs Global Esports,Haven,BOOM Esports,9,1,3,0,9,0,2,0
VCT 2025: Pacific Stage 1,Group Stage,Week 2,BOOM Esports vs Global Esports,Haven,Global Esports,9,0,2,0,9,1,3,0
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Gen.G vs DetonatioN FocusMe,Lotus,Gen.G,10,0,3,0,2,0,0,0
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Gen.G vs DetonatioN FocusMe,Lotus,DetonatioN FocusMe,2,0,0,0,10,0,3,0
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Gen.G vs DetonatioN FocusMe,Fracture,Gen.G,10,0,2,1,3,1,0,0
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Gen.G vs DetonatioN FocusMe,Fracture,DetonatioN FocusMe,3,1,0,0,10,0,2,1
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs ZETA DIVISION,Split,Rex Regum Qeon,9,1,2,1,3,3,0,0
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs ZETA DIVISION,Split,ZETA DIVISION,3,3,0,0,9,1,2,1
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs ZETA DIVISION,Haven,Rex Regum Qeon,12,0,1,0,8,0,1,0
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs ZETA DIVISION,Haven,ZETA DIVISION,8,0,1,0,12,0,1,0
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Paper Rex vs BOOM Esports,Ascent,Paper Rex,11,0,1,1,3,1,3,1
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Paper Rex vs BOOM Esports,Ascent,BOOM Esports,3,1,3,1,11,0,1,1
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Paper Rex vs BOOM Esports,Fracture,Paper Rex,7,0,2,0,7,2,4,0
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Paper Rex vs BOOM Esports,Fracture,BOOM Esports,7,2,4,0,7,0,2,0
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Paper Rex vs BOOM Esports,Pearl,Paper Rex,8,1,0,1,8,1,3,1
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Paper Rex vs BOOM Esports,Pearl,BOOM Esports,8,1,3,1,8,1,0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 3,TALON vs Nongshim RedForce,Haven,TALON,3,0,2,0,6,3,4,0
VCT 2025: Pacific Stage 1,Group Stage,Week 3,TALON vs Nongshim RedForce,Haven,Nongshim RedForce,6,3,4,0,3,0,2,0
VCT 2025: Pacific Stage 1,Group Stage,Week 3,TALON vs Nongshim RedForce,Lotus,TALON,8,1,4,0,4,2,2,0
VCT 2025: Pacific Stage 1,Group Stage,Week 3,TALON vs Nongshim RedForce,Lotus,Nongshim RedForce,4,2,2,0,8,1,4,0
VCT 2025: Pacific Stage 1,Group Stage,Week 3,TALON vs Nongshim RedForce,Fracture,TALON,9,0,4,0,4,0,2,0
VCT 2025: Pacific Stage 1,Group Stage,Week 3,TALON vs Nongshim RedForce,Fracture,Nongshim RedForce,4,0,2,0,9,0,4,0
VCT 2025: Pacific Stage 1,Group Stage,Week 3,DRX vs Global Esports,Ascent,DRX,9,3,1,0,2,0,1,0
VCT 2025: Pacific Stage 1,Group Stage,Week 3,DRX vs Global Esports,Ascent,Global Esports,2,0,1,0,9,3,1,0
VCT 2025: Pacific Stage 1,Group Stage,Week 3,DRX vs Global Esports,Split,DRX,12,1,0,0,6,0,4,0
VCT 2025: Pacific Stage 1,Group Stage,Week 3,DRX vs Global Esports,Split,Global Esports,6,0,4,0,12,1,0,0
VCT 2025: Pacific Stage 1,Group Stage,Week 3,T1 vs Team Secret,Haven,T1,10,2,1,0,2,0,4,0
VCT 2025: Pacific Stage 1,Group Stage,Week 3,T1 vs Team Secret,Haven,Team Secret,2,0,4,0,10,2,1,0
VCT 2025: Pacific Stage 1,Group Stage,Week 3,T1 vs Team Secret,Icebox,T1,7,1,1,0,11,0,2,0
VCT 2025: Pacific Stage 1,Group Stage,Week 3,T1 vs Team Secret,Icebox,Team Secret,11,0,2,0,7,1,1,0
VCT 2025: Pacific Stage 1,Group Stage,Week 3,T1 vs Team Secret,Lotus,T1,12,0,1,0,8,0,0,0
VCT 2025: Pacific Stage 1,Group Stage,Week 3,T1 vs Team Secret,Lotus,Team Secret,8,0,0,0,12,0,1,0
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Nongshim RedForce vs Team Secret,Pearl,Nongshim RedForce,8,0,2,3,6,1,2,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Nongshim RedForce vs Team Secret,Pearl,Team Secret,6,1,2,1,8,0,2,3
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Nongshim RedForce vs Team Secret,Split,Nongshim RedForce,7,0,5,1,3,0,0,0
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Nongshim RedForce vs Team Secret,Split,Team Secret,3,0,0,0,7,0,5,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DRX vs BOOM Esports,Icebox,DRX,4,2,1,1,7,3,2,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DRX vs BOOM Esports,Icebox,BOOM Esports,7,3,2,1,4,2,1,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DRX vs BOOM Esports,Haven,DRX,8,1,4,1,10,0,2,0
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DRX vs BOOM Esports,Haven,BOOM Esports,10,0,2,0,8,1,4,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DRX vs BOOM Esports,Ascent,DRX,5,2,1,0,11,1,0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DRX vs BOOM Esports,Ascent,BOOM Esports,11,1,0,1,5,2,1,0
VCT 2025: Pacific Stage 1,Group Stage,Week 4,T1 vs Rex Regum Qeon,Pearl,T1,8,1,2,2,7,1,2,0
VCT 2025: Pacific Stage 1,Group Stage,Week 4,T1 vs Rex Regum Qeon,Pearl,Rex Regum Qeon,7,1,2,0,8,1,2,2
VCT 2025: Pacific Stage 1,Group Stage,Week 4,T1 vs Rex Regum Qeon,Icebox,T1,9,0,1,0,10,0,3,0
VCT 2025: Pacific Stage 1,Group Stage,Week 4,T1 vs Rex Regum Qeon,Icebox,Rex Regum Qeon,10,0,3,0,9,0,1,0
VCT 2025: Pacific Stage 1,Group Stage,Week 4,T1 vs Rex Regum Qeon,Lotus,T1,2,1,1,1,9,1,3,0
VCT 2025: Pacific Stage 1,Group Stage,Week 4,T1 vs Rex Regum Qeon,Lotus,Rex Regum Qeon,9,1,3,0,2,1,1,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Global Esports,Haven,Gen.G,9,0,3,1,2,2,1,0
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Global Esports,Haven,Global Esports,2,2,1,0,9,0,3,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Global Esports,Pearl,Gen.G,8,1,3,1,4,1,2,0
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Global Esports,Pearl,Global Esports,4,1,2,0,8,1,3,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,TALON vs ZETA DIVISION,Lotus,TALON,4,0,0,0,10,0,3,0
VCT 2025: Pacific Stage 1,Group Stage,Week 4,TALON vs ZETA DIVISION,Lotus,ZETA DIVISION,10,0,3,0,4,0,0,0
VCT 2025: Pacific Stage 1,Group Stage,Week 4,TALON vs ZETA DIVISION,Split,TALON,7,0,2,1,8,1,4,0
VCT 2025: Pacific Stage 1,Group Stage,Week 4,TALON vs ZETA DIVISION,Split,ZETA DIVISION,8,1,4,0,7,0,2,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DetonatioN FocusMe vs Paper Rex,Ascent,DetonatioN FocusMe,10,0,3,0,8,0,3,0
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DetonatioN FocusMe vs Paper Rex,Ascent,Paper Rex,8,0,3,0,10,0,3,0
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DetonatioN FocusMe vs Paper Rex,Lotus,DetonatioN FocusMe,5,0,2,0,10,0,3,0
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DetonatioN FocusMe vs Paper Rex,Lotus,Paper Rex,10,0,3,0,5,0,2,0
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DetonatioN FocusMe vs Paper Rex,Pearl,DetonatioN FocusMe,8,2,3,0,10,1,4,0
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DetonatioN FocusMe vs Paper Rex,Pearl,Paper Rex,10,1,4,0,8,2,3,0
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Paper Rex vs Global Esports,Split,Paper Rex,8,0,2,3,5,0,0,0
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Paper Rex vs Global Esports,Split,Global Esports,5,0,0,0,8,0,2,3
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Paper Rex vs Global Esports,Lotus,Paper Rex,6,2,5,0,5,1,3,0
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Paper Rex vs Global Esports,Lotus,Global Esports,5,1,3,0,6,2,5,0
VCT 2025: Pacific Stage 1,Group Stage,Week 5,T1 vs TALON,Icebox,T1,1,0,5,0,6,2,5,0
VCT 2025: Pacific Stage 1,Group Stage,Week 5,T1 vs TALON,Icebox,TALON,6,2,5,0,1,0,5,0
VCT 2025: Pacific Stage 1,Group Stage,Week 5,T1 vs TALON,Haven,T1,4,1,2,0,9,1,3,0
VCT 2025: Pacific Stage 1,Group Stage,Week 5,T1 vs TALON,Haven,TALON,9,1,3,0,4,1,2,0
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Lotus,DRX,6,1,1,0,8,3,2,0
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Lotus,Gen.G,8,3,2,0,6,1,1,0
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Split,DRX,8,1,3,1,4,2,4,0
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Split,Gen.G,4,2,4,0,8,1,3,1
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Ascent,DRX,10,1,1,1,8,0,0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Ascent,Gen.G,8,0,0,1,10,1,1,1
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,Nongshim RedForce,12,1,0,0,3,0,2,1
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,ZETA DIVISION,3,0,2,1,12,1,0,0
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,Nongshim RedForce,8,0,2,1,7,1,4,1
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,ZETA DIVISION,7,1,4,1,8,0,2,1
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,Nongshim RedForce,9,2,1,1,3,0,3,1
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,ZETA DIVISION,3,0,3,1,9,2,1,1
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,DetonatioN FocusMe,5,0,3,0,8,2,3,0
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,BOOM Esports,8,2,3,0,5,0,3,0
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Ascent,DetonatioN FocusMe,5,1,0,0,10,0,1,2
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Ascent,BOOM Esports,10,0,1,2,5,1,0,0
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,Rex Regum Qeon,12,1,2,0,8,3,2,0
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,Team Secret,8,3,2,0,12,1,2,0
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Ascent,Rex Regum Qeon,4,0,1,0,8,3,2,0
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Ascent,Team Secret,8,3,2,0,4,0,1,0
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,Rex Regum Qeon,4,1,4,0,9,1,3,0
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,Team Secret,9,1,3,0,4,1,4,0
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Haven,TALON,6,1,6,0,2,3,1,0
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Haven,Gen.G,2,3,1,0,6,1,6,0
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Icebox,TALON,1,1,4,0,8,3,2,0
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Icebox,Gen.G,8,3,2,0,1,1,4,0
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Pearl,TALON,3,0,0,0,9,0,3,1
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Pearl,Gen.G,9,0,3,1,3,0,0,0
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,DRX vs T1,Lotus,DRX,12,2,1,0,9,1,3,0
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,DRX vs T1,Lotus,T1,9,1,3,0,12,2,1,0
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,DRX vs T1,Fracture,DRX,9,1,4,0,4,5,2,1
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,DRX vs T1,Fracture,T1,4,5,2,1,9,1,4,0
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,BOOM Esports vs Gen.G,Split,BOOM Esports,5,3,0,0,9,2,2,0
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,BOOM Esports vs Gen.G,Split,Gen.G,9,2,2,0,5,3,0,0
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,BOOM Esports vs Gen.G,Ascent,BOOM Esports,3,0,2,1,10,0,2,1
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,BOOM Esports vs Gen.G,Ascent,Gen.G,10,0,2,1,3,0,2,1
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,Rex Regum Qeon vs DRX,Fracture,Rex Regum Qeon,5,1,4,1,8,1,4,0
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,Rex Regum Qeon vs DRX,Fracture,DRX,8,1,4,0,5,1,4,1
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,Rex Regum Qeon vs DRX,Icebox,Rex Regum Qeon,7,1,5,0,4,0,0,0
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,Rex Regum Qeon vs DRX,Icebox,DRX,4,0,0,0,7,1,5,0
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,Rex Regum Qeon vs DRX,Lotus,Rex Regum Qeon,8,2,4,0,9,2,1,0
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,Rex Regum Qeon vs DRX,Lotus,DRX,9,2,1,0,8,2,4,0
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,TALON vs Nongshim RedForce,Haven,TALON,8,4,1,0,3,3,2,1
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,TALON vs Nongshim RedForce,Haven,Nongshim RedForce,3,3,2,1,8,4,1,0
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,TALON vs Nongshim RedForce,Pearl,TALON,3,2,2,0,11,1,1,0
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,TALON vs Nongshim RedForce,Pearl,Nongshim RedForce,11,1,1,0,3,2,2,0
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,TALON vs Nongshim RedForce,Ascent,TALON,6,1,4,2,7,0,2,0
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,TALON vs Nongshim RedForce,Ascent,Nongshim RedForce,7,0,2,0,6,1,4,2
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,T1 vs Paper Rex,Fracture,T1,9,0,4,0,2,0,1,0
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,T1 vs Paper Rex,Fracture,Paper Rex,2,0,1,0,9,0,4,0
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,T1 vs Paper Rex,Ascent,T1,2,2,0,0,10,0,3,0
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,T1 vs Paper Rex,Ascent,Paper Rex,10,0,3,0,2,2,0,0
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,T1 vs Paper Rex,Lotus,T1,2,0,0,0,6,0,7,0
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,T1 vs Paper Rex,Lotus,Paper Rex,6,0,7,0,2,0,0,0
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,DRX vs TALON,Icebox,DRX,8,3,2,0,3,0,1,0
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,DRX vs TALON,Icebox,TALON,3,0,1,0,8,3,2,0
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,DRX vs TALON,Fracture,DRX,9,2,1,2,5,4,2,1
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,DRX vs TALON,Fracture,TALON,5,4,2,1,9,2,1,2
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,2,1,2,0,9,0,3,1
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,BOOM Esports vs Paper Rex,Lotus,Paper Rex,9,0,3,1,2,1,2,0
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,BOOM Esports vs Paper Rex,Fracture,BOOM Esports,2,3,3,0,8,1,4,0
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,BOOM Esports vs Paper Rex,Fracture,Paper Rex,8,1,4,0,2,3,3,0
VCT 2025: Pacific Stage 1,Playoffs,Upper Final,Gen.G vs Rex Regum Qeon,Lotus,Gen.G,10,1,0,2,0,1,4,0
VCT 2025: Pacific Stage 1,Playoffs,Upper Final,Gen.G vs Rex Regum Qeon,Lotus,Rex Regum Qeon,0,1,4,0,10,1,0,2
VCT 2025: Pacific Stage 1,Playoffs,Upper Final,Gen.G vs Rex Regum Qeon,Icebox,Gen.G,7,2,3,1,4,2,2,0
VCT 2025: Pacific Stage 1,Playoffs,Upper Final,Gen.G vs Rex Regum Qeon,Icebox,Rex Regum Qeon,4,2,2,0,7,2,3,1
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 3,DRX vs Paper Rex,Lotus,DRX,9,2,0,0,8,0,5,0
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 3,DRX vs Paper Rex,Lotus,Paper Rex,8,0,5,0,9,2,0,0
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 3,DRX vs Paper Rex,Icebox,DRX,5,1,1,1,9,0,4,0
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 3,DRX vs Paper Rex,Icebox,Paper Rex,9,0,4,0,5,1,1,1
VCT 2025: Pacific Stage 1,Playoffs,Lower Final,Rex Regum Qeon vs Paper Rex,Fracture,Rex Regum Qeon,0,0,2,0,7,5,1,0
VCT 2025: Pacific Stage 1,Playoffs,Lower Final,Rex Regum Qeon vs Paper Rex,Fracture,Paper Rex,7,5,1,0,0,0,2,0
VCT 2025: Pacific Stage 1,Playoffs,Lower Final,Rex Regum Qeon vs Paper Rex,Split,Rex Regum Qeon,7,3,4,0,8,1,3,0
VCT 2025: Pacific Stage 1,Playoffs,Lower Final,Rex Regum Qeon vs Paper Rex,Split,Paper Rex,8,1,3,0,7,3,4,0
VCT 2025: Pacific Stage 1,Playoffs,Lower Final,Rex Regum Qeon vs Paper Rex,Pearl,Rex Regum Qeon,7,0,6,1,6,3,2,1
VCT 2025: Pacific Stage 1,Playoffs,Lower Final,Rex Regum Qeon vs Paper Rex,Pearl,Paper Rex,6,3,2,1,7,0,6,1
VCT 2025: Pacific Stage 1,Playoffs,Lower Final,Rex Regum Qeon vs Paper Rex,Icebox,Rex Regum Qeon,2,1,0,0,8,0,5,0
VCT 2025: Pacific Stage 1,Playoffs,Lower Final,Rex Regum Qeon vs Paper Rex,Icebox,Paper Rex,8,0,5,0,2,1,0,0
VCT 2025: Pacific Stage 1,Playoffs,Lower Final,Rex Regum Qeon vs Paper Rex,Ascent,Rex Regum Qeon,8,2,3,0,5,0,1,0
VCT 2025: Pacific Stage 1,Playoffs,Lower Final,Rex Regum Qeon vs Paper Rex,Ascent,Paper Rex,5,0,1,0,8,2,3,0
VCT 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Haven,Gen.G,7,2,3,1,3,2,3,0
VCT 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Haven,Rex Regum Qeon,3,2,3,0,7,2,3,1
VCT 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Ascent,Gen.G,7,3,1,0,10,2,1,0
VCT 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Ascent,Rex Regum Qeon,10,2,1,0,7,3,1,0
VCT 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Lotus,Gen.G,3,1,4,1,8,0,5,0
VCT 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Lotus,Rex Regum Qeon,8,0,5,0,3,1,4,1
VCT 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Icebox,Gen.G,8,1,2,0,10,0,3,0
VCT 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Icebox,Rex Regum Qeon,10,0,3,0,8,1,2,0
VCT 2025: China Stage 1,Group Stage,Week 1,Xi Lai Gaming vs Bilibili Gaming,Pearl,Xi Lai Gaming,7,1,4,1,3,4,1,0
VCT 2025: China Stage 1,Group Stage,Week 1,Xi Lai Gaming vs Bilibili Gaming,Pearl,Bilibili Gaming,3,4,1,0,7,1,4,1
VCT 2025: China Stage 1,Group Stage,Week 1,Xi Lai Gaming vs Bilibili Gaming,Icebox,Xi Lai Gaming,4,1,4,0,9,1,3,0
VCT 2025: China Stage 1,Group Stage,Week 1,Xi Lai Gaming vs Bilibili Gaming,Icebox,Bilibili Gaming,9,1,3,0,4,1,4,0
VCT 2025: China Stage 1,Group Stage,Week 1,Xi Lai Gaming vs Bilibili Gaming,Fracture,Xi Lai Gaming,5,1,1,1,8,2,3,0
VCT 2025: China Stage 1,Group Stage,Week 1,Xi Lai Gaming vs Bilibili Gaming,Fracture,Bilibili Gaming,8,2,3,0,5,1,1,1
VCT 2025: China Stage 1,Group Stage,Week 1,Trace Esports vs All Gamers,Pearl,Trace Esports,8,3,2,0,10,1,0,0
VCT 2025: China Stage 1,Group Stage,Week 1,Trace Esports vs All Gamers,Pearl,All Gamers,10,1,0,0,8,3,2,0
VCT 2025: China Stage 1,Group Stage,Week 1,Trace Esports vs All Gamers,Lotus,Trace Esports,8,1,1,1,10,1,2,0
VCT 2025: China Stage 1,Group Stage,Week 1,Trace Esports vs All Gamers,Lotus,All Gamers,10,1,2,0,8,1,1,1
VCT 2025: China Stage 1,Group Stage,Week 1,Trace Esports vs All Gamers,Split,Trace Esports,11,0,2,0,0,1,0,0
VCT 2025: China Stage 1,Group Stage,Week 1,Trace Esports vs All Gamers,Split,All Gamers,0,1,0,0,11,0,2,0
VCT 2025: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Fracture,Dragon Ranger Gaming,11,2,0,0,4,0,2,0
VCT 2025: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Fracture,Nova Esports,4,0,2,0,11,2,0,0
VCT 2025: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Lotus,Dragon Ranger Gaming,11,0,2,0,8,0,2,0
VCT 2025: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Lotus,Nova Esports,8,0,2,0,11,0,2,0
VCT 2025: China Stage 1,Group Stage,Week 1,TYLOO vs EDward Gaming,Fracture,TYLOO,5,0,2,0,12,0,1,0
VCT 2025: China Stage 1,Group Stage,Week 1,TYLOO vs EDward Gaming,Fracture,EDward Gaming,12,0,1,0,5,0,2,0
VCT 2025: China Stage 1,Group Stage,Week 1,TYLOO vs EDward Gaming,Haven,TYLOO,5,0,1,0,12,0,1,0
VCT 2025: China Stage 1,Group Stage,Week 1,TYLOO vs EDward Gaming,Haven,EDward Gaming,12,0,1,0,5,0,1,0
VCT 2025: China Stage 1,Group Stage,Week 1,JDG Esports vs Wolves Esports,Pearl,JDG Esports,6,0,2,1,8,1,3,1
VCT 2025: China Stage 1,Group Stage,Week 1,JDG Esports vs Wolves Esports,Pearl,Wolves Esports,8,1,3,1,6,0,2,1
VCT 2025: China Stage 1,Group Stage,Week 1,JDG Esports vs Wolves Esports,Haven,JDG Esports,6,3,2,0,9,2,2,0
VCT 2025: China Stage 1,Group Stage,Week 1,JDG Esports vs Wolves Esports,Haven,Wolves Esports,9,2,2,0,6,3,2,0
VCT 2025: China Stage 1,Group Stage,Week 1,FunPlus Phoenix vs Titan Esports Club,Icebox,FunPlus Phoenix,13,0,0,0,5,0,0,0
VCT 2025: China Stage 1,Group Stage,Week 1,FunPlus Phoenix vs Titan Esports Club,Icebox,Titan Esports Club,5,0,0,0,13,0,0,0
VCT 2025: China Stage 1,Group Stage,Week 1,FunPlus Phoenix vs Titan Esports Club,Haven,FunPlus Phoenix,9,0,4,0,5,0,1,0
VCT 2025: China Stage 1,Group Stage,Week 1,FunPlus Phoenix vs Titan Esports Club,Haven,Titan Esports Club,5,0,1,0,9,0,4,0
