Tournament,Stage,Match Type,Match Name,Map,Round Number,Team,Loadout Value,Remaining Credits,Type,Outcome
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Fracture,9,T1,22.6k,2.5k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Fracture,9,DRX,23.7k,7.6k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Fracture,10,T1,23.2k,14.6k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Fracture,10,DRX,9.4k,10.7k,Semi-eco: 5-10k,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Fracture,11,T1,23.6k,16.7k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Fracture,11,DRX,21.7k,2.3k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Fracture,12,T1,25.6k,16.3k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Fracture,12,DRX,17.8k,0.6k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Fracture,13,T1,3.6k,0.3k,Eco: 0-5k,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Fracture,13,DRX,3.6k,0.3k,Eco: 0-5k,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Fracture,14,T1,14.5k,4.9k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Fracture,14,DRX,2.9k,8.1k,Eco: 0-5k,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Fracture,15,T1,19.0k,13.1k,Semi-buy: 10-20k,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Fracture,15,DRX,21.5k,0.3k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Fracture,16,T1,23.0k,6.4k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Fracture,16,DRX,6.3k,10.0k,Semi-eco: 5-10k,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Fracture,17,T1,23.0k,15.9k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Fracture,17,DRX,20.8k,0.8k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Fracture,18,T1,23.7k,24.4k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Fracture,18,DRX,12.2k,6.4k,Semi-buy: 10-20k,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Fracture,19,T1,22.9k,19.3k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Fracture,19,DRX,21.1k,1.1k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Fracture,20,T1,22.9k,8.5k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Fracture,20,DRX,20.1k,4.0k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Fracture,21,T1,23.2k,20.3k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Fracture,21,DRX,19.1k,1.9k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Fracture,22,T1,23.1k,8.0k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Fracture,22,DRX,21.3k,3.4k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Fracture,23,T1,23.5k,17.4k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Fracture,23,DRX,16.9k,1.2k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Fracture,24,T1,24.1k,4.0k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Fracture,24,DRX,22.1k,3.8k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Pearl,1,T1,3.5k,0.2k,Eco: 0-5k,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Pearl,1,DRX,4.0k,0.2k,Eco: 0-5k,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Pearl,2,T1,15.7k,2.9k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Pearl,2,DRX,2.0k,9.0k,Eco: 0-5k,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Pearl,3,T1,19.2k,13.3k,Semi-buy: 10-20k,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Pearl,3,DRX,21.8k,0.1k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Pearl,4,T1,21.7k,2.3k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Pearl,4,DRX,22.5k,11.3k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Pearl,5,T1,21.0k,6.2k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Pearl,5,DRX,19.2k,2.3k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Pearl,6,T1,7.8k,9.6k,Semi-eco: 5-10k,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Pearl,6,DRX,20.9k,2.5k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Pearl,7,T1,21.8k,0.6k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Pearl,7,DRX,23.0k,12.0k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Pearl,8,T1,11.9k,7.9k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Pearl,8,DRX,22.9k,14.8k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Pearl,9,T1,24.3k,4.7k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Pearl,9,DRX,21.7k,3.9k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Pearl,10,T1,24.3k,6.0k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Pearl,10,DRX,11.4k,6.9k,Semi-buy: 10-20k,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Pearl,11,T1,24.7k,8.7k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Pearl,11,DRX,20.9k,1.0k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Pearl,12,T1,25.0k,8.2k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Pearl,12,DRX,17.1k,0.6k,Semi-buy: 10-20k,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Pearl,13,T1,3.7k,0.4k,Eco: 0-5k,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Pearl,13,DRX,3.7k,0.2k,Eco: 0-5k,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Pearl,14,T1,16.1k,1.8k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Pearl,14,DRX,1.4k,8.8k,Eco: 0-5k,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Pearl,15,T1,16.1k,15.0k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Pearl,15,DRX,21.3k,0.5k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Pearl,16,T1,23.3k,19.3k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Pearl,16,DRX,10.1k,6.8k,Semi-buy: 10-20k,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Pearl,17,T1,23.9k,30.8k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Pearl,17,DRX,21.6k,0.8k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Haven,1,G2 Esports,3.4k,0.3k,Eco: 0-5k,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Haven,1,Team Liquid,3.8k,0.2k,Eco: 0-5k,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Haven,2,G2 Esports,0.6k,9.3k,Eco: 0-5k,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Haven,2,Team Liquid,17.9k,2.4k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Haven,3,G2 Esports,21.0k,0.4k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Haven,3,Team Liquid,16.9k,15.0k,Semi-buy: 10-20k,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Haven,4,G2 Esports,22.0k,6.3k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Haven,4,Team Liquid,22.2k,3.8k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Haven,5,G2 Esports,5.4k,10.8k,Semi-eco: 5-10k,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Haven,5,Team Liquid,23.3k,15.7k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Haven,6,G2 Esports,22.7k,10.6k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Haven,6,Team Liquid,23.4k,3.9k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Haven,7,G2 Esports,11.2k,9.7k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Haven,7,Team Liquid,25.3k,12.6k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Haven,8,G2 Esports,25.4k,12.3k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Haven,8,Team Liquid,20.5k,3.1k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Haven,9,G2 Esports,24.2k,10.2k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Haven,9,Team Liquid,11.7k,6.4k,Semi-buy: 10-20k,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Haven,10,G2 Esports,24.5k,9.0k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Haven,10,Team Liquid,23.4k,0.5k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Haven,11,G2 Esports,24.1k,9.8k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Haven,11,Team Liquid,19.8k,3.4k,Semi-buy: 10-20k,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Haven,12,G2 Esports,24.9k,15.1k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Haven,12,Team Liquid,19.6k,0.3k,Semi-buy: 10-20k,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Haven,13,G2 Esports,3.8k,0.3k,Eco: 0-5k,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Haven,13,Team Liquid,3.7k,0.3k,Eco: 0-5k,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Haven,14,G2 Esports,14.7k,4.2k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Haven,14,Team Liquid,4.9k,6.6k,Eco: 0-5k,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Haven,15,G2 Esports,14.8k,14.9k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Haven,15,Team Liquid,18.3k,0.7k,Semi-buy: 10-20k,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Haven,16,G2 Esports,22.6k,12.2k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Haven,16,Team Liquid,16.6k,1.0k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Haven,17,G2 Esports,18.7k,3.9k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Haven,17,Team Liquid,21.7k,5.4k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Haven,18,G2 Esports,22.0k,6.6k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Haven,18,Team Liquid,15.4k,0.7k,Semi-buy: 10-20k,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,1,G2 Esports,3.9k,0.3k,Eco: 0-5k,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,1,Team Liquid,3.6k,0.3k,Eco: 0-5k,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,2,G2 Esports,2.8k,7.5k,Eco: 0-5k,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,2,Team Liquid,15.8k,2.2k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,3,G2 Esports,20.1k,0.6k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,3,Team Liquid,18.7k,12.0k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,4,G2 Esports,9.1k,7.1k,Semi-eco: 5-10k,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,4,Team Liquid,23.5k,11.7k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,5,G2 Esports,23.6k,13.9k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,5,Team Liquid,18.7k,3.4k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,6,G2 Esports,21.0k,5.1k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,6,Team Liquid,20.9k,4.0k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,7,G2 Esports,22.1k,4.2k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,7,Team Liquid,7.6k,8.0k,Semi-eco: 5-10k,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,8,G2 Esports,22.1k,10.0k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,8,Team Liquid,19.8k,0.3k,Semi-buy: 10-20k,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,9,G2 Esports,23.7k,18.7k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,9,Team Liquid,9.0k,7.3k,Semi-eco: 5-10k,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,10,G2 Esports,24.0k,22.8k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,10,Team Liquid,19.7k,3.9k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,11,G2 Esports,23.7k,9.7k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,11,Team Liquid,21.8k,10.5k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,12,G2 Esports,20.5k,2.2k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,12,Team Liquid,23.3k,15.7k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,13,G2 Esports,3.7k,0.3k,Eco: 0-5k,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,13,Team Liquid,3.8k,0.2k,Eco: 0-5k,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,14,G2 Esports,15.8k,2.0k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,14,Team Liquid,4.0k,8.3k,Eco: 0-5k,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,15,G2 Esports,12.0k,11.1k,Semi-buy: 10-20k,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,15,Team Liquid,22.1k,0.8k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,16,G2 Esports,21.3k,1.2k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,16,Team Liquid,21.6k,3.5k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,17,G2 Esports,22.1k,5.9k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,17,Team Liquid,7.8k,7.4k,Semi-eco: 5-10k,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,18,G2 Esports,24.0k,10.2k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,18,Team Liquid,18.8k,1.4k,Semi-buy: 10-20k,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,19,G2 Esports,23.5k,11.4k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,19,Team Liquid,17.4k,2.1k,Semi-buy: 10-20k,Loss
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,20,G2 Esports,23.7k,15.8k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,20,Team Liquid,19.0k,1.0k,Semi-buy: 10-20k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,1,EDward Gaming,4.0k,0.2k,Eco: 0-5k,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,1,T1,3.7k,0.5k,Eco: 0-5k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,2,EDward Gaming,16.0k,5.2k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,2,T1,2.3k,9.1k,Eco: 0-5k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,3,EDward Gaming,21.5k,13.2k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,3,T1,22.3k,0.6k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,4,EDward Gaming,22.9k,14.7k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,4,T1,10.5k,7.7k,Semi-buy: 10-20k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,5,EDward Gaming,23.7k,24.1k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,5,T1,22.7k,0.7k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,6,EDward Gaming,23.7k,31.4k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,6,T1,7.8k,9.3k,Semi-eco: 5-10k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,7,EDward Gaming,23.7k,25.5k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,7,T1,23.3k,2.3k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,8,EDward Gaming,24.3k,36.1k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,8,T1,22.4k,3.8k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,9,EDward Gaming,23.2k,33.6k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,9,T1,17.0k,3.1k,Semi-buy: 10-20k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,10,EDward Gaming,25.3k,30.7k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,10,T1,12.6k,7.0k,Semi-buy: 10-20k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,11,EDward Gaming,23.5k,29.8k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,11,T1,22.2k,1.3k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,12,EDward Gaming,25.3k,12.6k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,12,T1,23.8k,4.0k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,13,EDward Gaming,4.0k,0.2k,Eco: 0-5k,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,13,T1,4.0k,0.4k,Eco: 0-5k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,14,EDward Gaming,16.6k,1.7k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,14,T1,12.2k,0.6k,Semi-buy: 10-20k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,15,EDward Gaming,19.2k,6.2k,Semi-buy: 10-20k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,15,T1,14.5k,0.8k,Semi-buy: 10-20k,Win
