Tournament,Stage,Match Type,Match Name,Map,Team,Player,Agents,2k,3k,4k,5k,1v1,1v2,1v3,1v4,1v5,Econ,Spike Plants,Spike Defuses
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Wolves Esports vs Gen.G,Split,Wolves Esports,Yuicaw,cypher,6,,,,,,,,,62,2,1
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Wolves Esports vs Gen.G,Split,Wolves Esports,Spring,viper,4,1,,,1,,,,,87,2,0
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Wolves Esports vs Gen.G,Split,Wolves Esports,Lysoar,omen,6,,,,,,,,,59,0,1
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Wolves Esports vs Gen.G,Split,Gen.G,Munchkin,viper,2,,,,,,,,,37,0,1
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Wolves Esports vs Gen.G,Split,Gen.G,t3xture,neon,1,2,1,,,,,,,48,0,0
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Wolves Esports vs Gen.G,Split,Gen.G,Foxy9,deadlock,4,,1,,1,,,,,38,2,1
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Wolves Esports vs Gen.G,Split,Gen.G,Ash,tejo,,,,,,,,,,19,1,0
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Wolves Esports vs Gen.G,Split,Gen.G,Karon,omen,4,1,1,,1,,,,,69,1,0
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Wolves Esports vs Gen.G,Sunset,Wolves Esports,Juicy,yoru,1,,,,1,,,,,41,0,1
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Wolves Esports vs Gen.G,Sunset,Wolves Esports,SiuFatBB,sova,4,,,,1,1,,,,81,3,0
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Wolves Esports vs Gen.G,Sunset,Wolves Esports,Yuicaw,raze,3,2,,,,,,,,53,0,1
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Wolves Esports vs Gen.G,Sunset,Wolves Esports,Spring,omen,5,1,,,,,,,,62,4,0
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Wolves Esports vs Gen.G,Sunset,Wolves Esports,Lysoar,cypher,3,,,,,,,,,53,2,0
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Wolves Esports vs Gen.G,Sunset,Gen.G,Munchkin,viper,3,,,,,,,,,46,1,0
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Wolves Esports vs Gen.G,Sunset,Gen.G,t3xture,neon,5,1,1,,,,,,,68,0,0
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Wolves Esports vs Gen.G,Sunset,Gen.G,Foxy9,deadlock,,1,,,,,,,,27,3,0
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Wolves Esports vs Gen.G,Sunset,Gen.G,Ash,sova,3,,1,,,,,,,65,3,0
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Wolves Esports vs Gen.G,Sunset,Gen.G,Karon,omen,3,,,,,,,,,36,3,0
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,All Maps,Sentinels,Zellsis,"cypher, viper",2,,1,,,1,,,,37,0,0
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,All Maps,Sentinels,johnqt,"breach, skye",2,,,,,,,,,37,6,3
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,All Maps,Sentinels,bang,omen,6,2,,,,,,,,55,0,0
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,All Maps,Sentinels,zekken,"neon, yoru",8,1,,,1,,,,,54,0,1
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,All Maps,Sentinels,N4RRATE,"breach, fade",4,2,,,,,,,,61,4,2
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,All Maps,Paper Rex,Jinggg,raze,6,2,2,,,,,,,66,0,0
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,All Maps,Paper Rex,f0rsakeN,omen,4,,,,2,,,,,46,2,2
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,All Maps,Paper Rex,d4v41,"sage, viper",5,2,,,3,,,,,55,4,0
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,All Maps,Paper Rex,PatMen,"fade, viper",7,3,,,,1,,,,54,7,3
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,All Maps,Paper Rex,something,"sova, yoru",6,2,,,,,,,,52,6,0
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Split,Sentinels,Zellsis,viper,1,,,,,,,,,41,0,0
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Split,Sentinels,johnqt,skye,,,,,,,,,,27,1,0
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Split,Sentinels,bang,omen,2,2,,,,,,,,67,0,0
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Split,Sentinels,zekken,yoru,1,,,,,,,,,49,0,1
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Split,Sentinels,N4RRATE,breach,2,1,,,,,,,,63,1,0
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Split,Paper Rex,Jinggg,raze,4,1,,,,,,,,66,0,0
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Split,Paper Rex,f0rsakeN,omen,3,,,,1,,,,,57,1,0
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Split,Paper Rex,d4v41,viper,2,1,,,2,,,,,58,1,0
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Split,Paper Rex,PatMen,fade,4,1,,,,1,,,,65,7,1
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Split,Paper Rex,something,yoru,4,1,,,,,,,,51,1,0
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,Sentinels,Zellsis,cypher,1,,1,,,1,,,,32,0,0
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,Sentinels,johnqt,breach,2,,,,,,,,,46,5,3
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,Sentinels,bang,omen,4,,,,,,,,,43,0,0
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,Sentinels,zekken,neon,7,1,,,1,,,,,59,0,0
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,Sentinels,N4RRATE,fade,2,1,,,,,,,,58,3,2
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,Paper Rex,Jinggg,raze,2,1,2,,,,,,,66,0,0
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,Paper Rex,f0rsakeN,omen,1,,,,1,,,,,35,1,2
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,Paper Rex,d4v41,sage,3,1,,,1,,,,,51,3,0
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,Paper Rex,PatMen,viper,3,2,,,,,,,,43,0,2
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,Paper Rex,something,sova,2,1,,,,,,,,53,5,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,All Maps,Gen.G,Munchkin,viper,9,4,,,,,,,,56,1,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,All Maps,Gen.G,t3xture,"jett, neon, raze",8,4,1,,,1,,,,50,0,2
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,All Maps,Gen.G,Foxy9,"killjoy, vyse",7,,,,1,,,,,43,0,1
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,All Maps,Gen.G,Ash,"fade, sova",10,2,,,3,1,,,,49,20,3
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,All Maps,Gen.G,Karon,omen,9,1,,,1,,,,,39,3,1
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,All Maps,G2 Esports,valyn,omen,10,3,,,,,,,,52,3,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,All Maps,G2 Esports,jawgemo,"sage, yoru",11,1,,,,,,,,50,5,2
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,All Maps,G2 Esports,JonahP,"fade, viper",6,3,,,1,,,,,52,4,2
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,All Maps,G2 Esports,leaf,"killjoy, viper, vyse",10,3,1,,3,,,,,64,1,1
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,All Maps,G2 Esports,trent,"fade, sova, tejo",8,2,,,1,,,,,56,11,4
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,Gen.G,Munchkin,viper,4,1,,,,,,,,58,0,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,Gen.G,t3xture,raze,,2,,,,1,,,,35,0,2
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,Gen.G,Foxy9,vyse,2,,,,,,,,,31,0,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,Gen.G,Ash,fade,3,,,,,,,,,49,5,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,Gen.G,Karon,omen,4,,,,1,,,,,39,0,1
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,G2 Esports,valyn,omen,5,2,,,,,,,,69,1,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,G2 Esports,jawgemo,yoru,6,,,,,,,,,64,0,1
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,G2 Esports,JonahP,fade,2,1,,,,,,,,56,3,1
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,G2 Esports,leaf,viper,3,,,,1,,,,,53,0,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,G2 Esports,trent,tejo,1,1,,,,,,,,54,2,1
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,Gen.G,Munchkin,viper,2,2,,,,,,,,55,0,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,Gen.G,t3xture,neon,4,,1,,,,,,,61,0,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,Gen.G,Foxy9,killjoy,2,,,,1,,,,,45,0,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,Gen.G,Ash,sova,4,1,,,,1,,,,47,5,2
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,Gen.G,Karon,omen,3,1,,,,,,,,55,2,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,G2 Esports,valyn,omen,2,,,,,,,,,29,1,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,G2 Esports,jawgemo,yoru,3,,,,,,,,,39,0,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,G2 Esports,JonahP,viper,2,2,,,1,,,,,57,1,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,G2 Esports,leaf,vyse,2,2,,,2,,,,,62,1,1
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,G2 Esports,trent,fade,3,,,,,,,,,56,4,1
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,Gen.G,Munchkin,viper,3,1,,,,,,,,55,1,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,Gen.G,t3xture,jett,4,2,,,,,,,,54,0,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,Gen.G,Foxy9,killjoy,3,,,,,,,,,53,0,1
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,Gen.G,Ash,sova,3,1,,,3,,,,,50,10,1
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,Gen.G,Karon,omen,2,,,,,,,,,23,1,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,G2 Esports,valyn,omen,3,1,,,,,,,,58,1,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,G2 Esports,jawgemo,sage,2,1,,,,,,,,47,5,1
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,G2 Esports,JonahP,viper,2,,,,,,,,,42,0,1
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,G2 Esports,leaf,killjoy,5,1,1,,,,,,,76,0,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,G2 Esports,trent,sova,4,1,,,1,,,,,57,5,2
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,All Maps,Sentinels,Zellsis,"cypher, killjoy, vyse",6,4,,,1,,,,,53,2,3
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,All Maps,Sentinels,johnqt,"breach, kayo",3,2,,,,,,,,32,7,1
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,All Maps,Sentinels,bang,"omen, viper",9,2,1,,,,,,,43,2,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,All Maps,Sentinels,zekken,"neon, omen, waylay",9,1,1,,1,,,,,42,2,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,All Maps,Sentinels,N4RRATE,"fade, gekko, tejo",6,6,1,,1,1,,1,,62,12,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,All Maps,FNATIC,crashies,sova,5,2,,,,,,,,54,9,3
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,All Maps,FNATIC,Boaster,"omen, viper",4,,,,,,,,,35,3,2
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,All Maps,FNATIC,Chronicle,"sage, viper, vyse",7,2,1,,1,1,,,,55,9,3
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,All Maps,FNATIC,kaajak,"jett, neon, yoru",11,2,,,1,1,,,,53,2,2
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,All Maps,FNATIC,Alfajer,"chamber, cypher, killjoy",9,7,1,,,1,,,,71,1,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,Sunset,Sentinels,Zellsis,cypher,4,3,,,1,,,,,67,0,2
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,Sunset,Sentinels,johnqt,breach,1,,,,,,,,,29,5,1
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,Sunset,Sentinels,bang,omen,5,1,,,,,,,,40,1,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,Sunset,Sentinels,zekken,neon,5,,,,1,,,,,42,0,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,Sunset,Sentinels,N4RRATE,fade,3,2,1,,,1,,1,,72,2,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,Sunset,FNATIC,crashies,sova,,,,,,,,,,30,4,1
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,Sunset,FNATIC,Boaster,omen,1,,,,,,,,,32,0,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,Sunset,FNATIC,Chronicle,viper,1,1,1,,,1,,,,59,1,1
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,Sunset,FNATIC,kaajak,neon,3,1,,,,1,,,,55,1,1
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,Sunset,FNATIC,Alfajer,cypher,2,3,,,,,,,,64,1,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,Ascent,Sentinels,Zellsis,vyse,1,,,,,,,,,39,1,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,Ascent,Sentinels,johnqt,kayo,,,,,,,,,,23,1,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,Ascent,Sentinels,bang,omen,2,1,1,,,,,,,62,0,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,Ascent,Sentinels,zekken,waylay,2,1,1,,,,,,,44,0,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,Ascent,Sentinels,N4RRATE,tejo,2,2,,,,,,,,57,4,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,Ascent,FNATIC,crashies,sova,3,1,,,,,,,,66,5,2
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,Ascent,FNATIC,Boaster,omen,1,,,,,,,,,35,1,1
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,Ascent,FNATIC,Chronicle,vyse,3,1,,,,,,,,61,1,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,Ascent,FNATIC,kaajak,yoru,4,,,,1,,,,,41,1,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,Ascent,FNATIC,Alfajer,chamber,2,1,1,,,1,,,,66,0,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,Icebox,Sentinels,Zellsis,killjoy,1,1,,,,,,,,53,1,1
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,Icebox,Sentinels,johnqt,kayo,2,2,,,,,,,,44,1,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,Icebox,Sentinels,bang,viper,2,,,,,,,,,27,1,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,Icebox,Sentinels,zekken,omen,2,,,,,,,,,40,2,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,Icebox,Sentinels,N4RRATE,gekko,1,2,,,1,,,,,58,6,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,Icebox,FNATIC,crashies,sova,2,1,,,,,,,,67,0,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,Icebox,FNATIC,Boaster,viper,2,,,,,,,,,37,2,1
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,Icebox,FNATIC,Chronicle,sage,3,,,,1,,,,,44,7,2
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,Icebox,FNATIC,kaajak,jett,4,1,,,,,,,,62,0,1
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,Icebox,FNATIC,Alfajer,killjoy,5,3,,,,,,,,82,0,0
Valorant Masters Toronto 2025,Playoffs,Upper Final,Paper Rex vs Wolves Esports,All Maps,Paper Rex,Jinggg,"omen, raze",8,2,1,,,,,,,51,1,0
Valorant Masters Toronto 2025,Playoffs,Upper Final,Paper Rex vs Wolves Esports,All Maps,Paper Rex,f0rsakeN,"fade, omen",6,2,1,,2,1,,,,57,4,1
Valorant Masters Toronto 2025,Playoffs,Upper Final,Paper Rex vs Wolves Esports,All Maps,Paper Rex,d4v41,"viper, vyse",3,4,,1,,1,,,,66,2,1
Valorant Masters Toronto 2025,Playoffs,Upper Final,Paper Rex vs Wolves Esports,All Maps,Paper Rex,PatMen,"fade, kayo",3,,1,,,,1,,,45,9,1
Valorant Masters Toronto 2025,Playoffs,Upper Final,Paper Rex vs Wolves Esports,All Maps,Paper Rex,something,"jett, yoru",3,2,1,,,,,,,47,0,1
Valorant Masters Toronto 2025,Playoffs,Upper Final,Paper Rex vs Wolves Esports,All Maps,Wolves Esports,Juicy,"raze, yoru",4,5,,,,,,,,48,2,0
Valorant Masters Toronto 2025,Playoffs,Upper Final,Paper Rex vs Wolves Esports,All Maps,Wolves Esports,SiuFatBB,"fade, sova",6,1,,,2,1,,,,39,6,2
Valorant Masters Toronto 2025,Playoffs,Upper Final,Paper Rex vs Wolves Esports,All Maps,Wolves Esports,Yuicaw,"cypher, killjoy",9,2,,,,1,,,,52,1,1
Valorant Masters Toronto 2025,Playoffs,Upper Final,Paper Rex vs Wolves Esports,All Maps,Wolves Esports,Spring,"omen, viper",5,2,,,,,,,,67,3,0
Valorant Masters Toronto 2025,Playoffs,Upper Final,Paper Rex vs Wolves Esports,All Maps,Wolves Esports,Lysoar,"deadlock, omen",4,2,,,,,,,,35,3,0
Valorant Masters Toronto 2025,Playoffs,Upper Final,Paper Rex vs Wolves Esports,Lotus,Paper Rex,Jinggg,raze,5,,1,,,,,,,48,0,0
Valorant Masters Toronto 2025,Playoffs,Upper Final,Paper Rex vs Wolves Esports,Lotus,Paper Rex,f0rsakeN,omen,3,2,,,1,1,,,,65,1,1
Valorant Masters Toronto 2025,Playoffs,Upper Final,Paper Rex vs Wolves Esports,Lotus,Paper Rex,d4v41,vyse,2,3,,1,,,,,,78,2,0
Valorant Masters Toronto 2025,Playoffs,Upper Final,Paper Rex vs Wolves Esports,Lotus,Paper Rex,PatMen,fade,3,,,,,,,,,32,7,1
Valorant Masters Toronto 2025,Playoffs,Upper Final,Paper Rex vs Wolves Esports,Lotus,Paper Rex,something,yoru,2,,,,,,,,,29,0,0
Valorant Masters Toronto 2025,Playoffs,Upper Final,Paper Rex vs Wolves Esports,Lotus,Wolves Esports,Juicy,raze,2,2,,,,,,,,42,2,0
Valorant Masters Toronto 2025,Playoffs,Upper Final,Paper Rex vs Wolves Esports,Lotus,Wolves Esports,SiuFatBB,fade,4,,,,2,1,,,,37,3,2
Valorant Masters Toronto 2025,Playoffs,Upper Final,Paper Rex vs Wolves Esports,Lotus,Wolves Esports,Yuicaw,killjoy,6,2,,,,,,,,63,1,0
Valorant Masters Toronto 2025,Playoffs,Upper Final,Paper Rex vs Wolves Esports,Lotus,Wolves Esports,Spring,viper,2,1,,,,,,,,58,2,0
Valorant Masters Toronto 2025,Playoffs,Upper Final,Paper Rex vs Wolves Esports,Lotus,Wolves Esports,Lysoar,omen,1,1,,,,,,,,31,1,0
Valorant Masters Toronto 2025,Playoffs,Upper Final,Paper Rex vs Wolves Esports,Ascent,Paper Rex,Jinggg,omen,3,2,,,,,,,,54,1,0
Valorant Masters Toronto 2025,Playoffs,Upper Final,Paper Rex vs Wolves Esports,Ascent,Paper Rex,f0rsakeN,fade,3,,1,,1,,,,,49,3,0
Valorant Masters Toronto 2025,Playoffs,Upper Final,Paper Rex vs Wolves Esports,Ascent,Paper Rex,d4v41,viper,1,1,,,,1,,,,53,0,1
Valorant Masters Toronto 2025,Playoffs,Upper Final,Paper Rex vs Wolves Esports,Ascent,Paper Rex,PatMen,kayo,,,1,,,,1,,,57,2,0
Valorant Masters Toronto 2025,Playoffs,Upper Final,Paper Rex vs Wolves Esports,Ascent,Paper Rex,something,jett,1,2,1,,,,,,,64,0,1
Valorant Masters Toronto 2025,Playoffs,Upper Final,Paper Rex vs Wolves Esports,Ascent,Wolves Esports,Juicy,yoru,2,3,,,,,,,,53,0,0
Valorant Masters Toronto 2025,Playoffs,Upper Final,Paper Rex vs Wolves Esports,Ascent,Wolves Esports,SiuFatBB,sova,2,1,,,,,,,,40,3,0
Valorant Masters Toronto 2025,Playoffs,Upper Final,Paper Rex vs Wolves Esports,Ascent,Wolves Esports,Yuicaw,cypher,3,,,,,1,,,,40,0,1
Valorant Masters Toronto 2025,Playoffs,Upper Final,Paper Rex vs Wolves Esports,Ascent,Wolves Esports,Spring,omen,3,1,,,,,,,,75,1,0
Valorant Masters Toronto 2025,Playoffs,Upper Final,Paper Rex vs Wolves Esports,Ascent,Wolves Esports,Lysoar,deadlock,3,1,,,,,,,,39,2,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 3,G2 Esports vs FNATIC,All Maps,G2 Esports,valyn,omen,1,3,,,,,,,,43,3,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 3,G2 Esports vs FNATIC,All Maps,G2 Esports,jawgemo,yoru,4,1,,,,,,,,40,0,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 3,G2 Esports vs FNATIC,All Maps,G2 Esports,JonahP,"breach, fade",8,,,,,,,,,44,6,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 3,G2 Esports vs FNATIC,All Maps,G2 Esports,leaf,viper,7,1,1,,2,,,,,54,0,1
Valorant Masters Toronto 2025,Playoffs,Lower Round 3,G2 Esports vs FNATIC,All Maps,G2 Esports,trent,"fade, tejo",6,1,1,,1,1,1,,,54,5,2
Valorant Masters Toronto 2025,Playoffs,Lower Round 3,G2 Esports vs FNATIC,All Maps,FNATIC,crashies,fade,4,,,,,,,,,41,10,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 3,G2 Esports vs FNATIC,All Maps,FNATIC,Boaster,"astra, omen",5,1,,,,,,,,55,3,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 3,G2 Esports vs FNATIC,All Maps,FNATIC,Chronicle,viper,8,2,1,,,,,,,90,0,1
Valorant Masters Toronto 2025,Playoffs,Lower Round 3,G2 Esports vs FNATIC,All Maps,FNATIC,kaajak,"raze, yoru",6,2,1,,1,,,,,51,1,3
Valorant Masters Toronto 2025,Playoffs,Lower Round 3,G2 Esports vs FNATIC,All Maps,FNATIC,Alfajer,"killjoy, raze",9,4,,,2,,,,,72,0,2
Valorant Masters Toronto 2025,Playoffs,Lower Round 3,G2 Esports vs FNATIC,Lotus,G2 Esports,valyn,omen,,3,,,,,,,,54,3,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 3,G2 Esports vs FNATIC,Lotus,G2 Esports,jawgemo,yoru,1,,,,,,,,,33,0,0
